position,x,y,curvature,friction,stiffness,next_stiffness,resistance,velocity,push_force,buckling_risk,kickback_score,controller_action,controller_reason
4.764962521258541,3.006012024048096,3.6968505045354974,0.014201273875573087,0.2,0.85,0.85,0.3962171973202367,2.8648837785963464,0.13962171973202367,0.3229849623488513,0.32644506634480136,INCREASE,Low curvature and reduced velocity indicate poor pushability
5.0736115667486015,3.2064128256513027,3.9315923883115236,0.015322094224160013,0.2,0.85,0.85,0.4113482720261602,2.8341693395475795,0.14113482720261603,0.32768995239307486,0.33303013348634236,INCREASE,Low curvature and reduced velocity indicate poor pushability
5.3805679225582885,3.4068136272545093,4.1641041580969596,0.016477892256804138,0.2,0.85,0.85,0.42695154546685593,2.803178575129066,0.1426951545466856,0.3324820807384542,0.33977806557338064,INCREASE,Low curvature and reduced velocity indicate poor pushability
5.685742071961579,3.6072144288577155,4.394257976620169,0.01767121622531979,0.2,0.85,0.85,0.44306141904181723,2.7718847910548203,0.14430614190418173,0.33736826998827885,0.34670113809696745,INCREASE,Low curvature and reduced velocity indicate poor pushability
5.989047445069183,3.807615230460922,4.62192806264979,0.01890466060545697,0.2,0.85,0.85,0.4597129181736691,2.740264849477821,0.14597129181736693,0.3423552147605132,0.3538115966778509,INCREASE,Low curvature and reduced velocity indicate poor pushability
6.2904005880115825,4.008016032064129,4.846990799410132,0.02018086159459686,0.2,0.85,0.825,0.47694163152705765,2.7082993089336043,0.14769416315270575,0.34744936133858395,0.36112162957915916,DECREASE,Moderate curvature favors reduced stiffness
6.589721331175119,4.208416833667335,5.069324840898979,0.021502490762563994,0.2,0.825,0.7999999999999999,0.4910330026039729,2.6827038657188083,0.14910330026039728,0.35781781209680064,0.3670661841954661,DECREASE,Moderate curvature favors reduced stiffness
6.886932956352167,4.408817635270541,5.2888112160049845,0.02287224657328858,0.2,0.7999999999999999,0.7749999999999999,0.5053392054527515,2.657208412237523,0.15053392054527515,0.36820615798958367,0.3730707292497532,DECREASE,Moderate curvature favors reduced stiffness
7.1819623626438895,4.609218436873747,5.505333430324066,0.024292843464859413,0.2,0.7749999999999999,0.7499999999999999,0.5198587541769576,2.631823509261624,0.15198587541769576,0.378613276829869,0.37913414654237715,DECREASE,Moderate curvature favors reduced stiffness
7.4747402309277735,4.809619238476954,5.718777565576472,0.02576699814493703,0.2,0.7499999999999999,0.7249999999999999,0.5345874768117129,2.6065636924852753,0.1534587476811713,0.38903734048243355,0.3852542412366151,DECREASE,Moderate curvature favors reduced stiffness
7.765201186671722,5.01002004008016,5.929032376528518,0.027297412728688287,0.2,0.7249999999999999,0.6999999999999998,0.5495183059264315,2.5814473986536517,0.15495183059264317,0.39947579340799644,0.39142768191146327,DECREASE,Moderate curvature favors reduced stiffness
8.053283960841611,5.210420841683367,6.1359893853255425,0.02888675431882677,0.2,0.6999999999999998,0.6749999999999998,0.5646410518259212,2.5564969008911262,0.15646410518259213,0.40992532808214943,0.3976499346739637,DECREASE,Moderate curvature favors reduced stiffness
8.338931548609146,5.410821643286574,6.339542973145074,0.03053763060340025,0.2,0.6749999999999998,0.6499999999999998,0.579942159589953,2.5317382511256814,0.15799421595899532,0.4203818576384967,0.40391519184488045,DECREASE,Moderate curvature favors reduced stiffness
8.622091365521472,5.61122244488978,6.539590469081949,0.03225256102917303,0.2,0.6499999999999998,0.6249999999999998,0.59540445183549,2.507201227499433,0.159540445183549,0.430840486171865,0.4102162959305615,DECREASE,Moderate curvature favors reduced stiffness
8.902715400742501,5.811623246492986,6.736032236179797,0.034033943099151996,0.2,0.6249999999999998,0.5999999999999998,0.61100685986546,2.482919284610652,0.161100685986546,0.441295477245296,0.4165446598370178,DECREASE,Moderate curvature favors reduced stiffness
9.180760366918083,6.012024048096192,6.928771754526121,0.035884013345730645,0.2,0.5999999999999998,0.5999999999999998,0.6267241468030371,2.4589295043422736,0.16267241468030372,0.45174022127712277,0.42289018457621097,HOLD,Navigation state acceptable
9.456187846152583,6.212424849699399,7.117715701331153,0.03780480254971089,0.2,0.5999999999999998,0.5999999999999998,0.6478528280468197,2.4274012411297385,0.16478528280468197,0.4573161018073906,0.4313753777438274,HOLD,Navigation state acceptable
9.728964431512635,6.412825651302605,7.302774027913564,0.03979808481439638,0.2,0.5999999999999998,0.5999999999999998,0.6697789329583601,2.395526689819454,0.166977893295836,0.4630286057019125,0.4401280862151118,HOLD,Navigation state acceptable
9.99906186339496,6.613226452905812,7.483860033519242,0.04186532016921909,0.2,0.5999999999999998,0.5999999999999998,0.6925185218614098,2.363341935898493,0.169251852186141,0.4688767168570699,0.4491510065802789,HOLD,Navigation state acceptable
10.266457160008711,6.813627254509019,7.660890435902413,0.04400759047356328,0.2,0.5999999999999998,0.5999999999999998,0.7160834952091959,2.33088891721576,0.1716083495209196,0.47485835243818053,0.4584451870301838,HOLD,Navigation state acceptable
10.531132741129372,7.014028056112225,7.8337854386016,0.0462255285252446,0.2,0.5999999999999998,0.5999999999999998,0.7404808137776904,2.2982155093787293,0.17404808137776906,0.4809702514330533,0.46800978157861733,HOLD,Navigation state acceptable
10.793076544181,7.214428857715431,8.0024687948462,0.04851924045635748,0.2,0.5999999999999998,0.5999999999999998,0.7657116450199322,2.2653755562419966,0.17657116450199323,0.4872078581648164,0.47784178494935436,HOLD,Navigation state acceptable
11.05228213159724,7.414829659318637,8.166867868032732,0.05088822172674431,0.2,0.5999999999999998,0.5499999999999997,0.7917704389941873,2.2324288385098066,0.17917704389941874,0.49356520182961705,0.4879357496163449,DECREASE,Curvature and pushing force indicate tracking difficulty
11.308748788300417,7.615230460921844,8.32691368871324,0.05333126730856778,0.2,0.5499999999999997,0.4999999999999997,0.8004783067399616,2.2216318769441914,0.18004783067399616,0.5081709849993782,0.4912954856024762,DECREASE,Curvature and pushing force indicate tracking difficulty
11.562481608023429,7.81563126252505,8.482541008041766,0.05584637699790292,0.2,0.4999999999999997,0.44999999999999973,0.8084637699790291,2.2118220261865593,0.18084637699790293,0.5225940753725467,0.4943707857735407,DECREASE,Curvature and pushing force indicate tracking difficulty
11.813491567083402,8.016032064128257,8.63368834762828,0.058430657191734056,0.2,0.44999999999999973,0.39999999999999974,0.8155912433214734,2.203139068176123,0.18155912433214735,0.5368041639774525,0.49711110826311333,DECREASE,Curvature and pushing force indicate tracking difficulty
12.061795584101722,8.216432865731463,8.780298045753018,0.06108022093021936,0.2,0.39999999999999974,0.39999999999999974,0.821721988371974,2.195724718443288,0.1821721988371974,0.5507703522524756,0.4994648181786531,HOLD,Navigation state acceptable
12.30741656405567,8.41683366733467,8.92231629989779,0.06379008851769166,0.2,0.39999999999999974,0.39999999999999974,0.8461107966592247,2.1667171912100374,0.1846110796659225,0.5565603519903519,0.508797671185967,HOLD,Navigation state acceptable
12.550383424946192,8.617234468937877,9.059693205554407,0.06655409158845686,0.2,0.39999999999999974,0.39999999999999974,0.8709868242961116,2.137909229534446,0.18709868242961117,0.5623978523218842,0.5182682773120648,HOLD,Navigation state acceptable
12.790731105279628,8.817635270541082,9.192382791274072,0.06936478405600745,0.2,0.39999999999999974,0.39999999999999974,0.8962830565040669,2.1093897275938778,0.1896283056504067,0.5682661397027446,0.5278504177808032,HOLD,Navigation state acceptable
13.028500550493481,9.01803607214429,9.320343049925327,0.07221336394904507,0.2,0.39999999999999974,0.39999999999999974,0.9219202755414055,2.0812517828676316,0.19219202755414055,0.5741465057379365,0.5375138485293731,HOLD,Navigation state acceptable
13.263738676414128,9.218436873747494,9.443535966131783,0.0750896106573431,0.2,0.39999999999999974,0.39999999999999974,0.9478064959160877,2.053592083395702,0.1947806495916088,0.5800182254916879,0.5472241643618958,HOLD,Navigation state acceptable
13.496498307824265,9.418837675350701,9.561927539864776,0.07798184253986776,0.2,0.39999999999999974,0.39999999999999974,0.9738365828588096,2.026510216061855,0.19738365828588098,0.585858567142429,0.556942724544267,HOLD,Navigation state acceptable
13.726838090246797,9.619238476953909,9.675487806169727,0.08087690013301495,0.2,0.39999999999999974,0.34999999999999976,0.9998921011971345,2.0001079046242554,0.19998921011971346,0.5916428385049957,0.5666266538301006,DECREASE,Severe curvature requires greater flexibility
13.954822373127264,9.819639278557114,9.78419085100893,0.08376016027989071,0.2,0.34999999999999976,0.34999999999999976,0.9964613623790708,2.0035449096963363,0.19964613623790708,0.6033846687187802,0.5653540298775258,HOLD,Minimum support stiffness maintained in severe curve
14.180521062725244,10.02004008016032,9.888014823207248,0.08661558632109638,0.2,0.34999999999999976,0.34999999999999976,1.020732483729319,1.979480229178029,0.20207324837293192,0.6087264777774984,0.5743416681595799,HOLD,Minimum support stiffness maintained in severe curve
14.40400944321291,10.220440881763528,9.986941942491052,0.08942581898505694,0.2,0.34999999999999976,0.34999999999999976,1.0446194613729838,1.9563542632593145,0.2044619461372984,0.6139349301478746,0.5831521924696296,HOLD,Minimum support stiffness maintained in severe curve
14.62536796473106,10.420841683366733,10.080958503614578,0.0921723117462957,0.2,0.34999999999999976,0.34999999999999976,1.0679646498435131,1.9342690409638712,0.20679646498435134,0.6189800788947964,0.591730618641508,HOLD,Minimum support stiffness maintained in severe curve
14.844681997472568,10.62124248496994,10.170054876571815,0.09483551315270597,0.2,0.34999999999999976,0.34999999999999976,1.0906018617980007,1.9133246138792976,0.20906018617980004,0.6238310111919616,0.600019452353594,HOLD,Minimum support stiffness maintained in severe curve
15.062041551251488,10.821643286573147,10.254225502895746,0.0973950969540372,0.2,0.34999999999999976,0.34999999999999976,1.112358324109316,1.893618120726092,0.21123583241093158,0.6284561909843758,0.6079593507216583,HOLD,Minimum support stiffness maintained in severe curve
15.277540960471189,11.022044088176353,10.333468888050803,0.09983023882636358,0.2,0.34999999999999976,0.34999999999999976,1.13305703002409,1.8752428761620243,0.213305703002409,0.6328238523390349,0.6154899044973012,HOLD,Minimum support stiffness maintained in severe curve
15.49127853492156,11.22244488977956,10.40778758992806,0.10211993615075403,0.2,0.34999999999999976,0.34999999999999976,1.152519457281409,1.8582874995480523,0.2152519457281409,0.6369024380937334,0.6225505306066812,HOLD,Minimum support stiffness maintained in severe curve
15.70335617740506,11.422845691382767,10.477188203456695,0.10424336478221252,0.2,0.34999999999999976,0.34999999999999976,1.1705686006488063,1.8428350980495878,0.21705686006488067,0.6406610756738353,0.6290814582386162,HOLD,Minimum support stiffness maintained in severe curve
15.913878969801512,11.623246492985972,10.54168134134897,0.10618026419010693,0.2,0.34999999999999976,0.34999999999999976,1.1870322456159086,1.828962516679093,0.21870322456159086,0.644070079206034,0.6350247851057952,HOLD,Minimum support stiffness maintained in severe curve
16.122954729816065,11.823647294589179,10.601281610999827,0.10791133994879695,0.2,0.34999999999999976,0.34999999999999976,1.201746389564774,1.8167396658207724,0.22017463895647743,0.6471014645159857,0.6403255743353404,HOLD,Minimum support stiffness maintained in severe curve
16.330693541294153,12.024048096192384,10.656007587565998,0.10941867051158928,0.2,0.34999999999999976,0.34999999999999976,1.2145586993485087,1.806228934539754,0.2214558699348509,0.6497294614742395,0.6449329572237223,HOLD,Minimum support stiffness maintained in severe curve
16.537207261609925,12.224448897795591,10.70588178325328,0.1106861037142613,0.2,0.34999999999999976,0.34999999999999976,1.2253318815712206,1.7974846957100865,0.22253318815712209,0.6519310066681969,0.6488012033359127,HOLD,Minimum support stiffness maintained in severe curve
16.74260901021672,12.424849699398798,10.750930612844307,0.11169962770811286,0.2,0.34999999999999976,0.34999999999999976,1.2339468355189591,1.790552906811131,0.22339468355189596,0.6536861987232208,0.6518907176093167,HOLD,Minimum support stiffness maintained in severe curve
16.947012642966335,12.625250501002004,10.791184355502985,0.11244770115229283,0.2,0.34999999999999976,0.34999999999999976,1.240305459794489,1.7854708082383257,0.2240305459794489,0.6549786989184119,0.6541689245884055,HOLD,Minimum support stiffness maintained in severe curve
17.150532217235046,12.82565130260521,10.826677112895284,0.11292152856634714,0.2,0.34999999999999976,0.34999999999999976,1.2443329928139504,1.7822667192468575,0.22443329928139502,0.65579606110776,0.6556110028313727,HOLD,Minimum support stiffness maintained in severe curve
17.35328145321879,13.026052104208418,10.857446763669781,0.11311526874635085,0.2,0.34999999999999976,0.34999999999999976,1.245979784343982,1.7809599302196488,0.22459797843439822,0.6561299773516451,0.6562004378673332,HOLD,Minimum support stiffness maintained in severe curve
17.55537319696122,13.226452905811623,10.88353491434491,0.11302616698279844,0.2,0.34999999999999976,0.34999999999999976,1.2452224193537864,1.7815606888297815,0.22452224193537865,0.6559764289745658,0.6559293695822228,HOLD,Minimum support stiffness maintained in severe curve
17.756918890745478,13.42685370741483,10.90498684665345,0.1126546053015593,0.2,0.34999999999999976,0.34999999999999976,1.242064145063254,1.7840702768506878,0.2242064145063254,0.6553357367839987,0.6547987190913352,HOLD,Minimum support stiffness maintained in severe curve
17.958028056408548,13.627254509018037,10.921851461398177,0.11200406883674158,0.2,0.34999999999999976,0.34999999999999976,1.2365345851123033,1.788481173788398,0.22365345851123034,0.6542125086418225,0.6528180903811853,HOLD,Minimum support stiffness maintained in severe curve
18.15880779692704,13.827655310621243,10.934181218876162,0.11108103044844846,0.2,0.34999999999999976,0.34999999999999976,1.2286887588118116,1.794777303104689,0.22286887588118118,0.652615487153248,0.6500054525229322,HOLD,Minimum support stiffness maintained in severe curve
18.3593623212832,14.02805611222445,10.942032075932467,0.10989475951859938,0.2,0.34999999999999976,0.34999999999999976,1.2186054559080943,1.802934356511246,0.22186054559080948,0.650557304593012,0.6463866182897096,HOLD,Minimum support stiffness maintained in severe curve
18.55979249716325,14.228456913827655,10.945463419707348,0.10845706422087081,0.2,0.34999999999999976,0.34999999999999976,1.2063850458774017,1.812920191547682,0.22063850458774015,0.6480541560232315,0.6419945438404688,HOLD,Minimum support stiffness maintained in severe curve
18.760195435485713,14.428857715430862,10.94453799814437,0.10678197923623597,0.2,0.34999999999999976,0.34999999999999976,1.1921468235080055,1.8246952973701638,0.21921468235080055,0.6451254046145115,0.6368684811626665,HOLD,Minimum support stiffness maintained in severe curve
18.960664110127233,14.629258517034069,10.939321847329879,0.1048854127196743,0.2,0.34999999999999976,0.34999999999999976,1.1760260081172313,1.8382133233145177,0.21760260081172317,0.6417931352922773,0.6310530197956556,HOLD,Minimum support stiffness maintained in severe curve
19.16128701553257,14.829659318637274,10.929884215737642,0.1027847672431188,0.2,0.34999999999999976,0.34999999999999976,1.1581705215665097,1.8534216643347519,0.21581705215665098,0.6380816739129106,0.6245970567954185,HOLD,Minimum support stiffness maintained in severe curve
19.362147864188987,15.030060120240481,10.916297485455178,0.100498549452269,0.2,0.34999999999999976,0.34999999999999976,1.1387376703442864,1.8702620968732897,0.21387376703442867,0.6340170892361588,0.6175527339682411,HOLD,Minimum support stiffness maintained in severe curve
19.563325325238143,15.230460921843688,10.898637090471588,0.09804598236979027,0.2,0.34999999999999976,0.34999999999999976,1.1178908501432172,1.8886714580827004,0.21178908501432173,0.6296266941035261,0.6099743793306566,HOLD,Minimum support stiffness maintained in severe curve
19.76489280481337,15.430861723446894,10.876981432109332,0.09544663279346988,0.2,0.34999999999999976,0.34999999999999976,1.0957963787444938,1.908582360656734,0.20957963787444936,0.6249385606084683,0.601917485905173,HOLD,Minimum support stiffness maintained in severe curve
19.966918268046644,15.6312625250501,10.851411791685376,0.09272006425656826,0.2,0.34999999999999976,0.34999999999999976,1.07262054618083,1.9299239348807515,0.207262054618083,0.6199810618553784,0.5934377558090423,HOLD,Minimum support stiffness maintained in severe curve
20.169464102103316,15.831663326653308,10.82201224048973,0.08988552373259212,0.2,0.34999999999999976,0.34999999999999976,1.0485269517270328,1.9526225889426332,0.20485269517270333,0.6147824503644574,0.5845902316402539,HOLD,Minimum support stiffness maintained in severe curve
20.372587019086,16.032064128256515,10.788869547172096,0.08696166786820039,0.2,0.34999999999999976,0.34999999999999976,1.023674176879703,1.9766027781051134,0.2023674176879703,0.6093704804997631,0.5754285309063389,HOLD,Minimum support stiffness maintained in severe curve
20.576337997208842,16.23246492985972,10.752073082629877,0.08396633218254895,0.2,0.34999999999999976,0.34999999999999976,0.998213823551666,2.001787773087426,0.1998213823551666,0.6037720796617391,0.5660041931104662,HOLD,Minimum support stiffness maintained in severe curve
20.78076225828401,16.432865731462925,10.711714722493202,0.08091634451369564,0.2,0.34999999999999976,0.34999999999999976,0.9722889283664129,2.028100417981395,0.1972288928366413,0.5980130705421497,0.5563661434558068,HOLD,Minimum support stiffness maintained in severe curve
20.985899279283146,16.633266533066134,10.667888747305062,0.07782738212155958,0.2,0.34999999999999976,0.34999999999999976,0.9460327480332562,2.055463868243004,0.19460327480332562,0.592117944599838,0.5465602722117329,HOLD,Navigation state acceptable
21.19178283553489,16.83366733466934,10.620691740496808,0.07471387032767314,0.2,0.34999999999999976,0.34999999999999976,0.9195678977852215,2.0838022997858845,0.19195678977852215,0.5861096851400981,0.5366291247471588,HOLD,Navigation state acceptable
21.398441072990245,17.034068136272545,10.570222484261489,0.07158891940981917,0.2,0.34999999999999976,0.34999999999999976,0.8930058149834628,2.113041580928764,0.18930058149834628,0.5800096369998615,0.5266116941451866,HOLD,Navigation state acceptable
21.605896606922844,17.234468937875754,10.516581853429521,0.06846429566767773,0.2,0.34999999999999976,0.34999999999999976,0.8664465131752606,2.1431098998894256,0.18664465131752606,0.5738374188497101,0.5165433061526162,HOLD,Navigation state acceptable
21.81416664442361,17.43486973947896,10.4598727074532,0.06535042210299524,0.2,0.34999999999999976,0.34999999999999976,0.8399785878754595,2.173938341651367,0.18399785878754596,0.5676108734889,0.5064555849083896,HOLD,Navigation state acceptable
22.02326312808952,17.635270541082164,10.400199780608261,0.06225640397277625,0.2,0.34999999999999976,0.34999999999999976,0.813679433768598,2.2054614092902307,0.1813679433768598,0.5613460511895847,0.496376487331345,HOLD,Navigation state acceptable
22.23319289838559,17.835671342685373,10.337669570522642,0.0591900745249452,0.2,0.34999999999999976,0.34999999999999976,0.7876156334620341,2.2376174861781064,0.1787615633462034,0.555057221087687,0.4863303940979956,HOLD,Navigation state acceptable
22.443957872269454,18.03607214428858,10.272390225144038,0.05615805645668661,0.2,0.34999999999999976,0.34999999999999976,0.7618434798818361,2.2703492368506386,0.1761843479881836,0.548756905759814,0.47633824566040117,HOLD,Navigation state acceptable
22.65555523580089,18.236472945891784,10.204471428259474,0.05316583499695335,0.2,0.34999999999999976,0.34999999999999976,0.7364095974741034,2.3036039456466177,0.17364095974741034,0.5424559344191348,0.46641771261826825,HOLD,Navigation state acceptable
22.867977648607074,18.43687374749499,10.134024283681477,0.05021783895816828,0.2,0.34999999999999976,0.34999999999999976,0.7113516311444303,2.3373337934794174,0.17113516311444305,0.5361635105564752,0.45658339084373584,HOLD,Navigation state acceptable
23.081213458232597,18.637274549098198,10.061161198216727,0.04731752658854882,0.2,0.34999999999999976,0.3749999999999998,0.6866989760026649,2.3714960742311377,0.16866989760026652,0.5298872903051308,0.44684701296137563,INCREASE,Moderate curvature allows additional support
23.29524692256519,18.837675350701403,9.985995763534255,0.04446747355475427,0.2,0.3749999999999998,0.3999999999999998,0.6672153936040999,2.3992100932759546,0.16672153936041,0.5186145026522341,0.4391074488648504,INCREASE,Moderate curvature allows additional support
23.510058438690127,19.03807615230461,9.908642637051313,0.04166946086875493,0.2,0.3999999999999998,0.4249999999999998,0.6470251478187943,2.428621084078359,0.16470251478187944,0.5070990081856496,0.4310439361558975,INCREASE,Moderate curvature allows additional support
23.725624776684143,19.238476953907817,9.829217421955974,0.03892456102524598,0.2,0.4249999999999998,0.4249999999999998,0.6261771894835253,2.459756554124586,0.16261771894835253,0.49534492677856884,0.4226698487913004,HOLD,Navigation state acceptable
23.94191931701148,19.438877755511022,9.747836546486322,0.036233221028088826,0.2,0.4249999999999998,0.4249999999999998,0.6012822945098215,2.4979980192839544,0.16012822945098215,0.48867947924729693,0.41260383126861444,HOLD,Navigation state acceptable
24.158912290327624,19.639278557114228,9.664617142586902,0.03359534134704756,0.2,0.4249999999999998,0.4249999999999998,0.5768819074601899,2.536651591394446,0.157688190746019,0.48204390674767805,0.40266453033807237,HOLD,Navigation state acceptable
24.37657101862955,19.839679358717436,9.579676924063497,0.03101035015724554,0.2,0.4249999999999998,0.4249999999999998,0.5529707389545212,2.5757085434158586,0.15529707389545214,0.4754382676450486,0.39285086054748625,HOLD,Navigation state acceptable
24.59486015681377,20.04008016032064,9.493134064358019,0.028477272476550953,0.2,0.4249999999999998,0.4249999999999998,0.5295397704080963,2.6151657363788328,0.15295397704080962,0.468861634121265,0.38316023735215265,HOLD,Navigation state acceptable
24.813741933814946,20.240480961923847,9.40510707406535,0.02599479403014869,0.2,0.4249999999999998,0.4249999999999998,0.5065768447788754,2.655025539428818,0.15065768447788755,0.4623121779371619,0.3735887642591855,HOLD,Navigation state acceptable
25.033176392597714,20.440881763527056,9.315714678314496,0.023561319843033324,0.2,0.4249999999999998,0.4249999999999998,0.48406720854805824,2.695295723105029,0.14840672085480583,0.45578725203471776,0.36413140660825366,HOLD,Navigation state acceptable
25.25312162836351,20.64128256513026,9.225075694136255,0.021175027693915608,0.2,0.4249999999999998,0.4249999999999998,0.4619940061687194,2.7359893290413297,0.14619940061687195,0.44928346786471296,0.3547821521702721,HOLD,Navigation state acceptable
25.47353402441245,20.841683366733466,9.133308907939782,0.01883391666330636,0.2,0.4249999999999998,0.4749999999999998,0.44033872913558386,2.777124518758578,0.14403387291355838,0.44279676849336896,0.34553415906106055,INCREASE,Low curvature and reduced velocity indicate poor pushability
25.694368485168344,21.042084168336675,9.040532953220158,0.016535851079277564,0.2,0.4749999999999998,0.5249999999999998,0.41634954802295626,2.8241615959728947,0.14163495480229563,0.42298246675543255,0.3351976775587723,INCREASE,Low curvature and reduced velocity indicate poor pushability
25.91557866593332,21.24248496993988,8.946866188618907,0.014278600211528835,0.2,0.5249999999999998,0.5749999999999998,0.3914806521681706,2.8746357297654836,0.13914806521681708,0.402750127267943,0.3243751346415099,INCREASE,Low curvature and reduced velocity indicate poor pushability
26.137117198988257,21.442885771543086,8.852426576458933,0.012059874092235655,0.2,0.5749999999999998,0.6249999999999999,0.3657686464915333,2.9287537170189366,0.13657686464915333,0.3820865359597142,0.3130648920212059,INCREASE,Low curvature and reduced velocity indicate poor pushability
26.35893591569615,21.643286573146295,8.757331561874945,0.009877355853571745,0.2,0.6249999999999999,0.6749999999999999,0.33924525335268213,2.9867568990715876,0.13392452533526822,0.36097480511159374,0.30126164692510277,INCREASE,Low curvature and reduced velocity indicate poor pushability
26.58098606429943,21.8436873747495,8.661697952659713,0.0077287309716780744,0.2,0.6749999999999999,0.725,0.3119375889172174,3.0489255234323482,0.13119375889172175,0.33939402855529854,0.2889562447016203,INCREASE,Low curvature and reduced velocity indicate poor pushability
26.803218523128912,22.044088176352705,8.56564179994585,0.005611713797054559,0.2,0.725,0.775,0.28386849401391834,3.1155838924704047,0.12838684940139183,0.3173188752773621,0.2761354590415579,INCREASE,Low curvature and reduced velocity indicate poor pushability
27.02558400896256,22.244488977955914,8.469278279841888,0.0035240717331344097,0.2,0.775,0.8250000000000001,0.2550569145974637,3.1871064598555883,0.12550569145974638,0.29471910670896456,0.2627817282599104,INCREASE,Low curvature and reduced velocity indicate poor pushability
27.24803328028726,22.44488977955912,8.372721576140478,0.0014636474023076395,0.2,0.8250000000000001,0.8250000000000001,0.22551832808057623,3.263925074270293,0.12255183280805762,0.2715589997454262,0.24887283401628438,HOLD,Navigation state acceptable
27.470517335226585,22.645290581162325,8.276084764215424,0.0005716208885062716,0.2,0.8250000000000001,0.8250000000000001,0.2136989767727081,3.295710119684058,0.1213698976772708,0.267201894764006,0.24324196869133136,HOLD,Navigation state acceptable
27.69298760390314,22.845691382765533,8.179479696223055,0.0025836801016149765,0.2,0.8250000000000001,0.8250000000000001,0.24035876134639844,3.224873419411361,0.12403587613463984,0.2769547439810257,0.2558893627019295,HOLD,Navigation state acceptable
27.915396135005462,23.04609218436874,8.083016887722136,0.004574344592271762,0.2,0.8250000000000001,0.85,0.26673506584760087,3.1577242217760113,0.1266735065847601,0.28634713937427914,0.26821888144200956,INCREASE,Low curvature and reduced velocity indicate poor pushability
