position,x,y,curvature,friction,stiffness,next_stiffness,resistance,velocity,push_force,controller_action,controller_reason
4.142958141538035,2.6052104208416833,3.2211973599645995,0.012054620423837906,0.2,0.9,0.9,0.3707646859337307,2.9180792597347227,0.13707646859337305,INCREASE,Low curvature with reduced advancement velocity
4.454713079640408,2.80561122244489,3.4600082896726154,0.013112932091463147,0.2,0.9,0.9,0.3855810492804841,2.8868755112356315,0.1385581049280484,INCREASE,Low curvature with reduced advancement velocity
4.764962521258541,3.006012024048096,3.6968505045354974,0.014201273875573087,0.2,0.9,0.9,0.4008178342580232,2.8554747820716435,0.14008178342580233,INCREASE,Low curvature with reduced advancement velocity
5.0736115667486015,3.2064128256513027,3.9315923883115236,0.015322094224160013,0.2,0.9,0.9,0.4165093191382402,2.8238430527470686,0.14165093191382402,INCREASE,Low curvature with reduced advancement velocity
5.3805679225582885,3.4068136272545093,4.1641041580969596,0.016477892256804138,0.2,0.9,0.9,0.43269049159525796,2.791949847832186,0.1432690491595258,INCREASE,Low curvature with reduced advancement velocity
5.685742071961579,3.6072144288577155,4.394257976620169,0.01767121622531979,0.2,0.9,0.9,0.44939702715447705,2.7597683209361783,0.14493970271544773,INCREASE,Low curvature with reduced advancement velocity
5.989047445069183,3.807615230460922,4.62192806264979,0.01890466060545697,0.2,0.9,0.9,0.46666524847639757,2.727275364405943,0.14666652484763976,INCREASE,Low curvature with reduced advancement velocity
6.2904005880115825,4.008016032064129,4.846990799410132,0.02018086159459686,0.2,0.9,0.9,0.484532062324356,2.694451741067239,0.1484532062324356,HOLD,Navigation state acceptable
6.589721331175119,4.208416833667335,5.069324840898979,0.021502490762563994,0.2,0.9,0.9,0.5030348706758959,2.661282235056363,0.1503034870675896,HOLD,Navigation state acceptable
6.886932956352167,4.408817635270541,5.2888112160049845,0.02287224657328858,0.2,0.9,0.9,0.5222114520260401,2.6277558184679672,0.15222114520260402,HOLD,Navigation state acceptable
7.1819623626438895,4.609218436873747,5.505333430324066,0.024292843464859413,0.2,0.9,0.9,0.5420998085080317,2.5938658301695567,0.15420998085080317,HOLD,Navigation state acceptable
7.4747402309277735,4.809619238476954,5.718777565576472,0.02576699814493703,0.2,0.9,0.9,0.5627379740291184,2.5596101627242263,0.15627379740291186,HOLD,Navigation state acceptable
7.765201186671722,5.01002004008016,5.929032376528518,0.027297412728688287,0.2,0.9,0.9,0.584163778201636,2.52499145292973,0.1584163778201636,HOLD,Navigation state acceptable
8.053283960841611,5.210420841683367,6.1359893853255425,0.02888675431882677,0.2,0.9,0.9,0.6064145604635747,2.4900172710372415,0.1606414560463575,HOLD,Navigation state acceptable
8.338931548609146,5.410821643286574,6.339542973145074,0.03053763060340025,0.2,0.9,0.9,0.6295268284476034,2.4547003032841554,0.16295268284476036,HOLD,Navigation state acceptable
8.622091365521472,5.61122244488978,6.539590469081949,0.03225256102917303,0.2,0.9,0.9,0.6535358544084224,2.4190585219762655,0.16535358544084225,HOLD,Navigation state acceptable
8.902715400742501,5.811623246492986,6.736032236179797,0.034033943099151996,0.2,0.9,0.9,0.678475203388128,2.383115337018802,0.16784752033881278,HOLD,Navigation state acceptable
9.180760366918083,6.012024048096192,6.928771754526121,0.035884013345730645,0.2,0.9,0.9,0.704376186840229,2.346899722540518,0.1704376186840229,HOLD,Navigation state acceptable
9.456187846152583,6.212424849699399,7.117715701331153,0.03780480254971089,0.2,0.9,0.9,0.7312672356959524,2.310446312115437,0.17312672356959524,HOLD,Navigation state acceptable
9.728964431512635,6.412825651302605,7.302774027913564,0.03979808481439638,0.2,0.9,0.9,0.7591731874015493,2.2737954560962503,0.17591731874015493,HOLD,Navigation state acceptable
9.99906186339496,6.613226452905812,7.483860033519242,0.04186532016921909,0.2,0.9,0.9,0.7881144823690671,2.236993234739877,0.17881144823690673,HOLD,Navigation state acceptable
10.266457160008711,6.813627254509019,7.660890435902413,0.04400759047356328,0.2,0.9,0.9,0.818106266629886,2.2000914211766944,0.1818106266629886,HOLD,Navigation state acceptable
10.531132741129372,7.014028056112225,7.8337854386016,0.0462255285252446,0.2,0.9,0.9,0.8491573993534243,2.163147388858644,0.18491573993534244,HOLD,Navigation state acceptable
10.793076544181,7.214428857715431,8.0024687948462,0.04851924045635748,0.2,0.9,0.9,0.8812693663890045,2.126223958920771,0.18812693663890045,HOLD,Navigation state acceptable
11.05228213159724,7.414829659318637,8.166867868032732,0.05088822172674431,0.2,0.9,0.9,0.9144351041744203,2.0893891839310776,0.19144351041744204,HOLD,Navigation state acceptable
11.308748788300417,7.615230460921844,8.32691368871324,0.05333126730856778,0.2,0.9,0.9,0.9486377423199488,2.052716065756688,0.19486377423199489,HOLD,Navigation state acceptable
11.562481608023429,7.81563126252505,8.482541008041766,0.05584637699790292,0.2,0.9,0.9,0.9838492779706409,2.0162822067267934,0.1983849277970641,HOLD,Navigation state acceptable
11.813491567083402,8.016032064128257,8.63368834762828,0.058430657191734056,0.2,0.9,0.9,1.0200292006842768,1.980169394900339,0.20200292006842768,HOLD,Navigation state acceptable
12.061795584101722,8.216432865731463,8.780298045753018,0.06108022093021936,0.2,0.9,0.85,1.0571230930230708,1.9444631259871523,0.2057123093023071,DECREASE,High curvature and elevated pushing force
12.30741656405567,8.41683366733467,8.92231629989779,0.06379008851769166,0.2,0.85,0.7999999999999999,1.0656661949888373,1.9364212909635266,0.20656661949888375,DECREASE,High curvature and elevated pushing force
12.550383424946192,8.617234468937877,9.059693205554407,0.06655409158845686,0.2,0.7999999999999999,0.7499999999999999,1.073203190649939,1.9293815570224064,0.2073203190649939,DECREASE,High curvature and elevated pushing force
12.790731105279628,8.817635270541082,9.192382791274072,0.06936478405600745,0.2,0.7499999999999999,0.6999999999999998,1.079559800700093,1.9234839982256737,0.20795598007000932,DECREASE,High curvature and elevated pushing force
13.028500550493481,9.01803607214429,9.320343049925327,0.07221336394904507,0.2,0.6999999999999998,0.6499999999999998,1.0845603673885407,1.9188698310574956,0.20845603673885407,DECREASE,High curvature and elevated pushing force
13.263738676414128,9.218436873747494,9.443535966131783,0.0750896106573431,0.2,0.6499999999999998,0.5999999999999998,1.0880305225594455,1.915680808677509,0.20880305225594453,DECREASE,High curvature and elevated pushing force
13.496498307824265,9.418837675350701,9.561927539864776,0.07798184253986776,0.2,0.5999999999999998,0.5499999999999997,1.089800267938545,1.9140585161976964,0.20898002679385452,DECREASE,High curvature and elevated pushing force
13.726838090246797,9.619238476953909,9.675487806169727,0.08087690013301495,0.2,0.5499999999999997,0.4999999999999997,1.089707451396657,1.9141435311084327,0.20897074513966568,DECREASE,High curvature and elevated pushing force
13.954822373127264,9.819639278557114,9.78419085100893,0.08376016027989071,0.2,0.4999999999999997,0.44999999999999973,1.0876016027989068,1.9160744054981975,0.20876016027989072,DECREASE,High curvature and elevated pushing force
14.180521062725244,10.02004008016032,9.888014823207248,0.08661558632109638,0.2,0.44999999999999973,0.39999999999999974,1.0833480700504154,1.9199864187376061,0.20833480700504153,DECREASE,High curvature and elevated pushing force
14.40400944321291,10.220440881763528,9.986941942491052,0.08942581898505694,0.2,0.39999999999999974,0.34999999999999976,1.0768323708655123,1.9260100411151695,0.20768323708655123,DECREASE,High curvature and elevated pushing force
14.62536796473106,10.420841683366733,10.080958503614578,0.0921723117462957,0.2,0.34999999999999976,0.29999999999999977,1.0679646498435131,1.9342690409638712,0.20679646498435134,DECREASE,High curvature and elevated pushing force
14.844681997472568,10.62124248496994,10.170054876571815,0.09483551315270597,0.2,0.29999999999999977,0.24999999999999978,1.0566841052216478,1.9448781608437244,0.2056684105221648,DECREASE,High curvature and elevated pushing force
15.062041551251488,10.821643286573147,10.254225502895746,0.0973950969540372,0.2,0.24999999999999978,0.1999999999999998,1.042963227155279,1.9579402834234045,0.2042963227155279,DECREASE,High curvature and elevated pushing force
15.277540960471189,11.022044088176353,10.333468888050803,0.09983023882636358,0.2,0.1999999999999998,0.1499999999999998,1.0268116717845448,1.9735430063307875,0.2026811671784545,DECREASE,High curvature and elevated pushing force
15.49127853492156,11.22244488977956,10.40778758992806,0.10211993615075403,0.2,0.1499999999999998,0.1,1.0082795849799011,1.991754549474262,0.2008279584979901,DECREASE,High curvature and elevated pushing force
15.70335617740506,11.422845691382767,10.477188203456695,0.10424336478221252,0.2,0.1,0.1,0.9874601886932751,2.0126189308123648,0.19874601886932752,DECREASE,High curvature and elevated pushing force
15.913878969801512,11.623246492985972,10.54168134134897,0.10618026419010693,0.2,0.1,0.1,0.9990815851406417,2.0009188367960418,0.19990815851406418,DECREASE,High curvature and elevated pushing force
16.122954729816065,11.823647294589179,10.601281610999827,0.10791133994879695,0.2,0.1,0.1,1.009468039692782,1.9905765710070915,0.20094680396927822,DECREASE,High curvature and elevated pushing force
16.330693541294153,12.024048096192384,10.656007587565998,0.10941867051158928,0.2,0.1,0.1,1.018512023069536,1.9816577529804507,0.2018512023069536,DECREASE,High curvature and elevated pushing force
16.537207261609925,12.224448897795591,10.70588178325328,0.1106861037142613,0.2,0.1,0.1,1.0261166222855675,1.9742200207053169,0.20261166222855675,DECREASE,High curvature and elevated pushing force
16.74260901021672,12.424849699398798,10.750930612844307,0.11169962770811286,0.2,0.1,0.1,1.032197766248677,1.9683123692158049,0.2032197766248677,DECREASE,High curvature and elevated pushing force
16.947012642966335,12.625250501002004,10.791184355502985,0.11244770115229283,0.2,0.1,0.1,1.0366862069137572,1.9639746105323228,0.20366862069137573,DECREASE,High curvature and elevated pushing force
17.150532217235046,12.82565130260521,10.826677112895284,0.11292152856634714,0.2,0.1,0.1,1.0395291713980828,1.9612369639498848,0.2039529171398083,DECREASE,High curvature and elevated pushing force
17.35328145321879,13.026052104208418,10.857446763669781,0.11311526874635085,0.2,0.1,0.1,1.040691612478105,1.960119782695935,0.2040691612478105,DECREASE,High curvature and elevated pushing force
17.55537319696122,13.226452905811623,10.88353491434491,0.11302616698279844,0.2,0.1,0.1,1.0401570018967905,1.9606334200167386,0.20401570018967907,DECREASE,High curvature and elevated pushing force
17.756918890745478,13.42685370741483,10.90498684665345,0.1126546053015593,0.2,0.1,0.1,1.0379276318093558,1.9627782348918033,0.2037927631809356,DECREASE,High curvature and elevated pushing force
17.958028056408548,13.627254509018037,10.921851461398177,0.11200406883674158,0.2,0.1,0.1,1.0340244130204495,1.9665447348589837,0.20340244130204496,DECREASE,High curvature and elevated pushing force
18.15880779692704,13.827655310621243,10.934181218876162,0.11108103044844846,0.2,0.1,0.1,1.0284861826906906,1.971913850896529,0.20284861826906908,DECREASE,High curvature and elevated pushing force
18.3593623212832,14.02805611222445,10.942032075932467,0.10989475951859938,0.2,0.1,0.1,1.0213685571115962,1.9788573369894202,0.20213685571115964,DECREASE,High curvature and elevated pushing force
18.55979249716325,14.228456913827655,10.945463419707348,0.10845706422087081,0.2,0.1,0.1,1.0127423853252249,1.9873382849011092,0.2012742385325225,DECREASE,High curvature and elevated pushing force
18.760195435485713,14.428857715430862,10.94453799814437,0.10678197923623597,0.2,0.1,0.1,1.002691875417416,1.9973117428093077,0.2002691875417416,DECREASE,High curvature and elevated pushing force
18.960664110127233,14.629258517034069,10.939321847329879,0.1048854127196743,0.2,0.1,0.1,0.991312476318046,2.0087254248494615,0.19913124763180462,DECREASE,High curvature and elevated pushing force
19.16128701553257,14.829659318637274,10.929884215737642,0.1027847672431188,0.2,0.1,0.1,0.9787086034587128,2.02152049726177,0.1978708603458713,DECREASE,High curvature and elevated pushing force
19.362147864188987,15.030060120240481,10.916297485455178,0.100498549452269,0.2,0.1,0.1,0.9649912967136142,2.0356324257974445,0.1964991296713614,DECREASE,High curvature and elevated pushing force
19.563325325238143,15.230460921843688,10.898637090471588,0.09804598236979027,0.2,0.1,0.1,0.9502758942187416,2.050991868308127,0.19502758942187418,DECREASE,High curvature and elevated pushing force
19.76489280481337,15.430861723446894,10.876981432109332,0.09544663279346988,0.2,0.1,0.1,0.9346797967608192,2.0675255960687084,0.19346797967608192,DECREASE,High curvature and elevated pushing force
19.966918268046644,15.6312625250501,10.851411791685376,0.09272006425656826,0.2,0.1,0.1,0.9183203855394096,2.0851574273789755,0.191832038553941,DECREASE,High curvature and elevated pushing force
20.169464102103316,15.831663326653308,10.82201224048973,0.08988552373259212,0.2,0.1,0.1,0.9013131423955528,2.1038091573701605,0.1901313142395553,DECREASE,High curvature and elevated pushing force
20.372587019086,16.032064128256515,10.788869547172096,0.08696166786820039,0.2,0.1,0.1,0.8837700072092024,2.1234014686994533,0.18837700072092023,DECREASE,High curvature and elevated pushing force
20.576337997208842,16.23246492985972,10.752073082629877,0.08396633218254895,0.2,0.1,0.1,0.8657979930952938,2.143854808935741,0.1865797993095294,DECREASE,High curvature and elevated pushing force
20.78076225828401,16.432865731462925,10.711714722493202,0.08091634451369564,0.2,0.1,0.1,0.8474980670821739,2.165090221889843,0.1847498067082174,DECREASE,High curvature and elevated pushing force
20.985899279283146,16.633266533066134,10.667888747305062,0.07782738212155958,0.2,0.1,0.1,0.8289642927293576,2.187030121857006,0.18289642927293578,DECREASE,High curvature and elevated pushing force
21.19178283553489,16.83366733466934,10.620691740496808,0.07471387032767314,0.2,0.1,0.1,0.8102832219660389,2.2095990016721485,0.18102832219660392,DECREASE,High curvature and elevated pushing force
21.398441072990245,17.034068136272545,10.570222484261489,0.07158891940981917,0.2,0.1,0.1,0.791533516458915,2.232724067538667,0.17915335164589152,DECREASE,High curvature and elevated pushing force
21.605896606922844,17.234468937875754,10.516581853429521,0.06846429566767773,0.2,0.1,0.1,0.7727857740060664,2.2563357957013435,0.17727857740060665,DECREASE,High curvature and elevated pushing force
21.81416664442361,17.43486973947896,10.4598727074532,0.06535042210299524,0.2,0.1,0.1,0.7541025326179714,2.280368408128378,0.17541025326179716,DECREASE,High curvature and elevated pushing force
22.02326312808952,17.635270541082164,10.400199780608261,0.06225640397277625,0.2,0.1,0.1,0.7355384238366576,2.3047602663601214,0.17355384238366578,DECREASE,High curvature and elevated pushing force
22.23319289838559,17.835671342685373,10.337669570522642,0.0591900745249452,0.2,0.1,0.1,0.7171404471496713,2.3294541845075694,0.17171404471496712,HOLD,Navigation state acceptable
22.443957872269454,18.03607214428858,10.272390225144038,0.05615805645668661,0.2,0.1,0.1,0.6989483387401197,2.354397664007994,0.16989483387401197,HOLD,Navigation state acceptable
22.65555523580089,18.236472945891784,10.204471428259474,0.05316583499695335,0.2,0.1,0.1,0.6809950099817201,2.379543054112634,0.16809950099817203,HOLD,Navigation state acceptable
22.867977648607074,18.43687374749499,10.134024283681477,0.05021783895816828,0.2,0.1,0.1,0.6633070337490098,2.404847643182391,0.166330703374901,HOLD,Navigation state acceptable
23.081213458232597,18.637274549098198,10.061161198216727,0.04731752658854882,0.2,0.1,0.1,0.645905159531293,2.430273686692304,0.16459051595312932,HOLD,Navigation state acceptable
23.29524692256519,18.837675350701403,9.985995763534255,0.04446747355475427,0.2,0.1,0.1,0.6288048413285257,2.455788378390024,0.16288048413285258,HOLD,Navigation state acceptable
23.510058438690127,19.03807615230461,9.908642637051313,0.04166946086875493,0.2,0.1,0.1,0.6120167652125296,2.48136377134554,0.16120167652125295,HOLD,Navigation state acceptable
23.725624776684143,19.238476953907817,9.829217421955974,0.03892456102524598,0.2,0.1,0.1,0.595547366151476,2.5069766556966337,0.15955473661514763,HOLD,Navigation state acceptable
23.94191931701148,19.438877755511022,9.747836546486322,0.036233221028088826,0.2,0.1,0.1,0.579399326168533,2.5326083997411883,0.15793993261685332,HOLD,Navigation state acceptable
24.158912290327624,19.639278557114228,9.664617142586902,0.03359534134704756,0.2,0.1,0.1,0.5635720480822854,2.5582447607105685,0.15635720480822857,HOLD,Navigation state acceptable
24.37657101862955,19.839679358717436,9.579676924063497,0.03101035015724554,0.2,0.1,0.1,0.5480621009434733,2.583875671113053,0.15480621009434736,HOLD,Navigation state acceptable
24.59486015681377,20.04008016032064,9.493134064358019,0.028477272476550953,0.2,0.1,0.1,0.5328636348593058,2.6094950059710564,0.1532863634859306,HOLD,Navigation state acceptable
24.813741933814946,20.240480961923847,9.40510707406535,0.02599479403014869,0.2,0.1,0.1,0.5179687641808922,2.6351003356504714,0.15179687641808923,HOLD,Navigation state acceptable
25.033176392597714,20.440881763527056,9.315714678314496,0.023561319843033324,0.2,0.1,0.1,0.5033679190582,2.6606926683029393,0.15033679190582003,HOLD,Navigation state acceptable
25.25312162836351,20.64128256513026,9.225075694136255,0.021175027693915608,0.2,0.1,0.1,0.48905016616349367,2.686276185244931,0.14890501661634936,HOLD,Navigation state acceptable
25.47353402441245,20.841683366733466,9.133308907939782,0.01883391666330636,0.2,0.1,0.15000000000000002,0.4750034999798382,2.7118579718995077,0.14750034999798384,INCREASE,Low curvature with reduced advancement velocity
25.694368485168344,21.042084168336675,9.040532953220158,0.016535851079277564,0.2,0.15000000000000002,0.2,0.4519830320153042,2.7548531296871515,0.14519830320153043,INCREASE,Low curvature with reduced advancement velocity
25.91557866593332,21.24248496993988,8.946866188618907,0.014278600211528835,0.2,0.2,0.25,0.42795020148070184,2.801218134814667,0.1427950201480702,INCREASE,Low curvature with reduced advancement velocity
26.137117198988257,21.442885771543086,8.852426576458933,0.012059874092235655,0.2,0.25,0.3,0.4029490556917674,2.851137027229885,0.14029490556917676,INCREASE,Low curvature with reduced advancement velocity
26.35893591569615,21.643286573146295,8.757331561874945,0.009877355853571745,0.2,0.3,0.35,0.37701884682857395,2.904825891971225,0.1377018846828574,INCREASE,Low curvature with reduced advancement velocity
26.58098606429943,21.8436873747495,8.661697952659713,0.0077287309716780744,0.2,0.35,0.39999999999999997,0.35019421325926364,2.9625367674657053,0.13501942132592637,INCREASE,Low curvature with reduced advancement velocity
26.803218523128912,22.044088176352705,8.56564179994585,0.005611713797054559,0.2,0.39999999999999997,0.44999999999999996,0.32250542417349104,3.024562264082832,0.1322505424173491,INCREASE,Low curvature with reduced advancement velocity
27.02558400896256,22.244488977955914,8.469278279841888,0.0035240717331344097,0.2,0.44999999999999996,0.49999999999999994,0.2939786814647769,3.0912410361135327,0.1293978681464777,INCREASE,Low curvature with reduced advancement velocity
27.24803328028726,22.44488977955912,8.372721576140478,0.0014636474023076395,0.2,0.49999999999999994,0.5499999999999999,0.2646364740230764,3.1629642843331514,0.12646364740230764,INCREASE,Low curvature with reduced advancement velocity
27.470517335226585,22.645290581162325,8.276084764215424,0.0005716208885062716,0.2,0.5499999999999999,0.6,0.24650201932931587,3.208979959897868,0.1246502019329316,INCREASE,Low-curvature region permits greater support
27.69298760390314,22.845691382765533,8.179479696223055,0.0025836801016149765,0.2,0.6,0.65,0.2604204811177648,3.1735441147804293,0.1260420481117765,INCREASE,Low curvature with reduced advancement velocity
27.915396135005462,23.04609218436874,8.083016887722136,0.004574344592271762,0.2,0.65,0.7000000000000001,0.2771049628111253,3.132083984072319,0.12771049628111253,INCREASE,Low curvature with reduced advancement velocity
28.1376957763278,23.246492985971944,7.986805405825052,0.006545279187459924,0.2,0.7000000000000001,0.7500000000000001,0.2965433502495191,3.0851263085265925,0.1296543350249519,INCREASE,Low curvature with reduced advancement velocity
28.359840349046134,23.44689378757515,7.890952758991467,0.008497983040910819,0.2,0.7500000000000001,0.8000000000000002,0.31872478801138526,3.0332333450954025,0.13187247880113853,INCREASE,Low curvature with reduced advancement velocity
28.58178481548667,23.647294589178358,7.795564788573986,0.010433774121809852,0.2,0.8000000000000002,0.8500000000000002,0.34363906358352814,2.976989958398405,0.13436390635835282,INCREASE,Low curvature with reduced advancement velocity
28.80348544013372,23.847695390781563,7.700745562223605,0.012353774232273886,0.2,0.8500000000000002,0.9,0.3712759521356975,2.9169912837530543,0.13712759521356974,INCREASE,Low curvature with reduced advancement velocity
29.024899943613093,24.04809619238477,7.606597269260805,0.014258894487490669,0.2,0.9,0.9,0.4016245228248694,2.8538313470274472,0.14016245228248694,INCREASE,Low curvature with reduced advancement velocity
29.245987649375046,24.248496993987978,7.513220118116239,0.016149821231370154,0.2,0.9,0.9,0.4280974972391821,2.800929213679637,0.14280974972391822,INCREASE,Low curvature with reduced advancement velocity
29.466709622788244,24.448897795591183,7.42071223594283,0.01802700240056533,0.2,0.9,0.9,0.4543780336079146,2.750316566647457,0.14543780336079146,INCREASE,Low curvature with reduced advancement velocity
29.68702880234325,24.649298597194388,7.3291695704988795,0.019890634390161973,0.2,0.9,0.9,0.4804688814622676,2.7018467257813463,0.14804688814622677,INCREASE,Low curvature with reduced advancement velocity
29.906910122651247,24.849699398797597,7.238685794399623,0.021740649514589944,0.2,0.9,0.9,0.5063690932042593,2.655391708476597,0.15063690932042595,HOLD,Navigation state acceptable
30.12632062891188,25.050100200400802,7.149352211832149,0.023576704198147582,0.2,0.9,0.9,0.5320738587740661,2.610840187039493,0.15320738587740662,HOLD,Navigation state acceptable
30.3452295825132,25.250501002004007,7.061257667826196,0.025398168069151218,0.2,0.9,0.9,0.557574352968117,2.5680957010993355,0.1557574352968117,HOLD,Navigation state acceptable
30.563608557417734,25.450901803607216,6.974488460170793,0.027204114169872222,0.2,0.9,0.9,0.5828575983782112,2.527075085022419,0.15828575983782112,HOLD,Navigation state acceptable
30.781431526982008,25.65130260521042,6.8891282540640155,0.028993310530717742,0.2,0.9,0.9,0.6079063474300483,2.4877070772145946,0.16079063474300484,HOLD,Navigation state acceptable
30.998674940853075,25.851703406813627,6.805257999580384,0.030764213390240276,0.2,0.9,0.9,0.6326989874633638,2.449931083876388,0.1632698987463364,HOLD,Navigation state acceptable
31.215317791585232,26.052104208416836,6.722955852037639,0.03251496237087816,0.2,0.9,0.9,0.6572094731922943,2.4136960744586937,0.16572094731922943,HOLD,Navigation state acceptable
31.431341670623958,26.25250501002004,6.64229709534172,0.034243377942730746,0.2,0.9,0.9,0.6814072911982304,2.3789595899453118,0.16814072911982306,HOLD,Navigation state acceptable
31.64673081331268,26.452905811623246,6.563354068385728,0.03594696152293639,0.2,0.9,0.9,0.7052574613211093,2.3456868483079916,0.17052574613211094,HOLD,Navigation state acceptable
31.861472132591658,26.653306613226455,6.486196094575709,0.03762289856463817,0.2,0.9,0.9,0.7287205799049343,2.313849934163431,0.17287205799049343,HOLD,Navigation state acceptable
32.075555241078234,26.85370741482966,6.41088941455283,0.039268064984834164,0.2,0.9,0.9,0.7517529097876783,2.28342706191641,0.17517529097876783,HOLD,Navigation state acceptable
32.288972461243745,27.054108216432866,6.337497122178442,0.04087903726374621,0.2,0.9,0.9,0.774306521692447,2.2544019035586613,0.1774306521692447,HOLD,Navigation state acceptable
32.501718823435596,27.254509018036075,6.2660791038451364,0.04245210651822969,0.2,0.9,0.9,0.7963294912552157,2.226762973871198,0.17963294912552158,HOLD,Navigation state acceptable
32.7137920515334,27.45490981963928,6.196691981173732,0.04398329680638066,0.2,0.9,0.9,0.8177661552893292,2.200503067108393,0.18177661552893293,HOLD,Navigation state acceptable
32.925192536076395,27.655310621242485,6.1293890571525305,0.04546838786027496,0.2,0.9,0.9,0.8385574300438494,2.175618740342857,0.18385574300438495,HOLD,Navigation state acceptable
33.13592329475488,27.855711422845694,6.06422026577197,0.04690294236674486,0.2,0.9,0.9,0.858641193134428,2.1521098395835976,0.18586411931344282,HOLD,Navigation state acceptable
33.34598992022262,28.0561122244489,6.001232125204112,0.0482823378251747,0.2,0.9,0.9,0.8779527295524459,2.129979065529131,0.1877952729552446,HOLD,Navigation state acceptable
33.555400515258164,28.256513026052104,5.9404676945729324,0.04960180290477985,0.2,0.9,0.9,0.8964252406669178,2.1092315764545067,0.1896425240666918,HOLD,Navigation state acceptable
33.764165615382,28.45691382765531,5.881966534357883,0.05085645810521537,0.2,0.9,0.9,0.9139904134730152,2.0898746262484322,0.19139904134730154,HOLD,Navigation state acceptable
33.972298099121936,28.65731462925852,5.8257646704693435,0.052041360398389684,0.2,0.9,0.9,0.9305790455774554,2.0719172360039577,0.19305790455774555,HOLD,Navigation state acceptable
34.17981308621046,28.857715430861724,5.771894562031148,0.05315155139460908,0.2,0.9,0.9,0.9461217195245271,2.0553698979205026,0.19461217195245273,HOLD,Navigation state acceptable
34.38672782409446,29.05811623246493,5.7203850729015056,0.0541821084428954,0.2,0.9,0.9,0.9605495182005357,2.0402443105193013,0.19605495182005359,HOLD,Navigation state acceptable
34.59306156323776,29.258517034068138,5.671261446959938,0.05512819794592524,0.2,0.9,0.9,0.9737947712429533,2.026553144368241,0.19737947712429535,HOLD,Navigation state acceptable
34.79883542179954,29.458917835671343,5.624545287184162,0.05598513004921828,0.2,0.9,0.9,0.9857918206890559,2.0143098376807838,0.1985791820689056,HOLD,Navigation state acceptable
35.00407224037491,29.65931863727455,5.580254538536918,0.05674841376067999,0.2,0.9,0.9,0.9964777926495196,2.00352842126614,0.19964777926495197,HOLD,Navigation state acceptable
35.208796427585995,29.859719438877757,5.538403474679114,0.057413811473969366,0.2,0.9,0.9,1.0057933606355711,1.9942233724078784,0.2005793360635571,HOLD,Navigation state acceptable
35.413033797410996,30.060120240480963,5.499002688521649,0.05797739181436943,0.2,0.9,0.9,1.013683485401172,1.986409497321327,0.2013683485401172,HOLD,Navigation state acceptable
